ID	Name	Product
GUT_GENOME147598_01163	adk	Adenylate kinase
GUT_GENOME147598_01164	hemH	Ferrochelatase
GUT_GENOME147598_01165	gsk	Inosine-guanosine kinase
GUT_GENOME147598_01166	ybaL	Putative cation/proton antiporter YbaL
GUT_GENOME147598_01167	fsr	Fosmidomycin resistance protein
GUT_GENOME147598_01168	ushA	Protein UshA
GUT_GENOME147598_01169	ybaK	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
GUT_GENOME147598_01170	NA	hypothetical protein
GUT_GENOME147598_01171	copA	Copper-exporting P-type ATPase
GUT_GENOME147598_01172	cueR	HTH-type transcriptional regulator CueR
GUT_GENOME147598_01173	ybbJ	Inner membrane protein YbbJ
GUT_GENOME147598_01174	qmcA	Protein QmcA
GUT_GENOME147598_01175	fetA	putative iron export ATP-binding protein FetA
GUT_GENOME147598_01176	fetB	putative iron export permease protein FetB
GUT_GENOME147598_01177	ybbN	putative protein YbbN
GUT_GENOME147598_01178	NA	hypothetical protein
GUT_GENOME147598_01179	tesA	Thioesterase 1/protease 1/lysophospholipase L1
GUT_GENOME147598_01180	NA	putative ABC transporter ATP-binding protein
GUT_GENOME147598_01181	NA	hypothetical protein
GUT_GENOME147598_01182	NA	hypothetical protein
GUT_GENOME147598_01183	selU	tRNA 2-selenouridine synthase
GUT_GENOME147598_01184	purK	N5-carboxyaminoimidazole ribonucleotide synthase
GUT_GENOME147598_01185	purE	N5-carboxyaminoimidazole ribonucleotide mutase
GUT_GENOME147598_01186	NA	hypothetical protein
GUT_GENOME147598_01187	lpxH	UDP-2%2C3-diacylglucosamine hydrolase
GUT_GENOME147598_01188	ppiB	Peptidyl-prolyl cis-trans isomerase B
GUT_GENOME147598_01189	cysS	Cysteine--tRNA ligase
GUT_GENOME147598_01190	ybcJ	putative protein YbcJ
GUT_GENOME147598_01191	folD	Bifunctional protein FolD protein
GUT_GENOME147598_01192	NA	tRNA-Arg(tct)
GUT_GENOME147598_01193	xerD_1	Tyrosine recombinase XerD
GUT_GENOME147598_01194	NA	hypothetical protein
GUT_GENOME147598_01195	NA	hypothetical protein
GUT_GENOME147598_01196	NA	hypothetical protein
GUT_GENOME147598_01197	NA	hypothetical protein
GUT_GENOME147598_01198	NA	hypothetical protein
GUT_GENOME147598_01199	NA	hypothetical protein
GUT_GENOME147598_01200	NA	hypothetical protein
GUT_GENOME147598_01201	NA	hypothetical protein
GUT_GENOME147598_01202	NA	hypothetical protein
GUT_GENOME147598_01203	NA	hypothetical protein
GUT_GENOME147598_01204	NA	hypothetical protein
GUT_GENOME147598_01205	NA	hypothetical protein
GUT_GENOME147598_01206	NA	hypothetical protein
GUT_GENOME147598_01207	NA	hypothetical protein
GUT_GENOME147598_01208	NA	hypothetical protein
GUT_GENOME147598_01209	dnaB_2	Replicative DNA helicase
GUT_GENOME147598_01210	NA	hypothetical protein
GUT_GENOME147598_01211	NA	hypothetical protein
GUT_GENOME147598_01212	NA	hypothetical protein
GUT_GENOME147598_01213	NA	hypothetical protein
GUT_GENOME147598_01214	NA	hypothetical protein
GUT_GENOME147598_01215	NA	hypothetical protein
GUT_GENOME147598_01216	NA	hypothetical protein
GUT_GENOME147598_01217	NA	hypothetical protein
GUT_GENOME147598_01218	NA	hypothetical protein
GUT_GENOME147598_01219	NA	hypothetical protein
GUT_GENOME147598_01220	NA	hypothetical protein
GUT_GENOME147598_01221	NA	tRNA-Asn(gtt)
GUT_GENOME147598_01222	NA	hypothetical protein
GUT_GENOME147598_01223	rrrD_1	Lysozyme RrrD
GUT_GENOME147598_01224	NA	hypothetical protein
GUT_GENOME147598_01225	NA	hypothetical protein
GUT_GENOME147598_01226	NA	hypothetical protein
GUT_GENOME147598_01227	NA	hypothetical protein
GUT_GENOME147598_01228	NA	hypothetical protein
GUT_GENOME147598_01229	NA	hypothetical protein
GUT_GENOME147598_01230	NA	hypothetical protein
GUT_GENOME147598_01231	NA	hypothetical protein
GUT_GENOME147598_01232	NA	hypothetical protein
GUT_GENOME147598_01233	NA	hypothetical protein
GUT_GENOME147598_01234	NA	hypothetical protein
GUT_GENOME147598_01235	NA	hypothetical protein
GUT_GENOME147598_01236	NA	hypothetical protein
GUT_GENOME147598_01237	NA	hypothetical protein
GUT_GENOME147598_01238	NA	hypothetical protein
GUT_GENOME147598_01239	NA	hypothetical protein
GUT_GENOME147598_01240	NA	hypothetical protein
GUT_GENOME147598_01241	NA	hypothetical protein
GUT_GENOME147598_01242	NA	hypothetical protein
GUT_GENOME147598_01243	NA	hypothetical protein
GUT_GENOME147598_01244	NA	hypothetical protein
GUT_GENOME147598_01245	NA	hypothetical protein
GUT_GENOME147598_01246	NA	hypothetical protein
GUT_GENOME147598_01247	NA	hypothetical protein
GUT_GENOME147598_01248	NA	hypothetical protein
GUT_GENOME147598_01249	NA	hypothetical protein
GUT_GENOME147598_01250	NA	hypothetical protein
GUT_GENOME147598_01251	NA	hypothetical protein
GUT_GENOME147598_01252	NA	hypothetical protein
GUT_GENOME147598_01253	NA	hypothetical protein
GUT_GENOME147598_01254	NA	hypothetical protein
GUT_GENOME147598_01255	NA	hypothetical protein
GUT_GENOME147598_01256	NA	hypothetical protein
GUT_GENOME147598_01257	NA	hypothetical protein
GUT_GENOME147598_01258	NA	hypothetical protein
GUT_GENOME147598_01259	NA	hypothetical protein
GUT_GENOME147598_01260	NA	hypothetical protein
GUT_GENOME147598_01261	NA	hypothetical protein
GUT_GENOME147598_01262	hiuH	5-hydroxyisourate hydrolase
GUT_GENOME147598_01263	NA	hypothetical protein
GUT_GENOME147598_01264	gltA_1	Citrate synthase
GUT_GENOME147598_01265	NA	hypothetical protein
GUT_GENOME147598_01266	NA	hypothetical protein
GUT_GENOME147598_01267	smf-1	Major fimbrial subunit SMF-1
GUT_GENOME147598_01268	yadV_1	putative fimbrial chaperone YadV
GUT_GENOME147598_01269	htrE_1	Outer membrane usher protein HtrE
GUT_GENOME147598_01270	NA	hypothetical protein
GUT_GENOME147598_01271	NA	hypothetical protein
GUT_GENOME147598_01272	lpxL_1	Lipid A biosynthesis lauroyltransferase
GUT_GENOME147598_01273	NA	hypothetical protein
GUT_GENOME147598_01274	cadC	Transcriptional activator CadC
GUT_GENOME147598_01275	cadB	putative cadaverine/lysine antiporter
GUT_GENOME147598_01276	cadA	Inducible lysine decarboxylase
GUT_GENOME147598_01277	dtpC	Dipeptide and tripeptide permease C
GUT_GENOME147598_01278	lysU	Lysine--tRNA ligase%2C heat inducible
GUT_GENOME147598_01279	NA	hypothetical protein
GUT_GENOME147598_01280	iolE_2	Inosose dehydratase
GUT_GENOME147598_01281	iolG_3	Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
GUT_GENOME147598_01282	iolU_1	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
GUT_GENOME147598_01283	iolG_4	Myo-inositol 2-dehydrogenase
GUT_GENOME147598_01284	NA	hypothetical protein
GUT_GENOME147598_01285	thpA_1	D-threitol-binding protein
GUT_GENOME147598_01286	mglA_1	Galactose/methyl galactoside import ATP-binding protein MglA
GUT_GENOME147598_01287	rbsC_5	Ribose import permease protein RbsC
GUT_GENOME147598_01288	NA	hypothetical protein
GUT_GENOME147598_01289	cra_2	Catabolite repressor/activator
GUT_GENOME147598_01290	scrB	Sucrose-6-phosphate hydrolase
GUT_GENOME147598_01291	sacX	Negative regulator of SacY activity
GUT_GENOME147598_01292	scrY_1	Sucrose porin
GUT_GENOME147598_01293	scrK	Fructokinase
GUT_GENOME147598_01294	NA	hypothetical protein
GUT_GENOME147598_01295	yiaW_1	Inner membrane protein YiaW
GUT_GENOME147598_01296	yibH_2	Inner membrane protein YibH
GUT_GENOME147598_01297	fhuC_2	Iron(3+)-hydroxamate import ATP-binding protein FhuC
GUT_GENOME147598_01298	hmuU_1	Hemin transport system permease protein HmuU
GUT_GENOME147598_01299	btuF_2	Vitamin B12-binding protein
GUT_GENOME147598_01300	NA	hypothetical protein
GUT_GENOME147598_01301	NA	hypothetical protein
GUT_GENOME147598_01302	hipO_1	Hippurate hydrolase
GUT_GENOME147598_01303	hisJ_1	Histidine-binding periplasmic protein
GUT_GENOME147598_01304	iolS_2	Aldo-keto reductase IolS
GUT_GENOME147598_01305	moaF	Protein MoaF
GUT_GENOME147598_01306	fabG_2	3-oxoacyl-[acyl-carrier-protein] reductase FabG
GUT_GENOME147598_01307	atsA	Arylsulfatase
GUT_GENOME147598_01308	atsB	Anaerobic sulfatase-maturating enzyme
GUT_GENOME147598_01309	malT_1	HTH-type transcriptional regulator MalT
GUT_GENOME147598_01310	NA	hypothetical protein
GUT_GENOME147598_01311	NA	Histone deacetylase-like amidohydrolase
GUT_GENOME147598_01312	NA	hypothetical protein
GUT_GENOME147598_01313	steT	Serine/threonine exchanger SteT
GUT_GENOME147598_01314	NA	hypothetical protein
GUT_GENOME147598_01315	puuB_1	Gamma-glutamylputrescine oxidoreductase
GUT_GENOME147598_01316	feaB_1	Phenylacetaldehyde dehydrogenase
GUT_GENOME147598_01317	yncE_1	putative protein YncE
GUT_GENOME147598_01318	fcuA	Ferrichrome receptor FcuA
GUT_GENOME147598_01319	pheP	Phenylalanine-specific permease
GUT_GENOME147598_01320	yegT	Putative nucleoside transporter YegT
GUT_GENOME147598_01321	iolE_3	Inosose dehydratase
GUT_GENOME147598_01322	iolG_5	Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
GUT_GENOME147598_01323	NA	hypothetical protein
GUT_GENOME147598_01324	NA	hypothetical protein
GUT_GENOME147598_01325	ecpE_2	putative fimbrial chaperone EcpE
GUT_GENOME147598_01326	ecpD_2	Fimbria adhesin EcpD
GUT_GENOME147598_01327	ecpC_2	putative outer membrane usher protein EcpC
GUT_GENOME147598_01328	ecpB_2	putative fimbrial chaperone EcpB
GUT_GENOME147598_01329	ecpA_2	Common pilus major fimbrillin subunit EcpA
GUT_GENOME147598_01330	NA	hypothetical protein
GUT_GENOME147598_01331	NA	hypothetical protein
GUT_GENOME147598_01332	rbsR_2	Ribose operon repressor
GUT_GENOME147598_01333	ybdG_1	Miniconductance mechanosensitive channel YbdG
GUT_GENOME147598_01334	stp_1	Multidrug resistance protein Stp
GUT_GENOME147598_01335	NA	hypothetical protein
GUT_GENOME147598_01336	NA	hypothetical protein
GUT_GENOME147598_01337	norR_2	Anaerobic nitric oxide reductase transcription regulator NorR
GUT_GENOME147598_01338	frlB_3	Fructosamine deglycase FrlB
GUT_GENOME147598_01339	NA	hypothetical protein
GUT_GENOME147598_01340	manZ_2	PTS system mannose-specific EIID component
GUT_GENOME147598_01341	sorC_2	PTS system sorbose-specific EIIC component
GUT_GENOME147598_01342	sorB_3	PTS system sorbose-specific EIIB component
GUT_GENOME147598_01343	NA	hypothetical protein
GUT_GENOME147598_01344	nfsB	Oxygen-insensitive NAD(P)H nitroreductase
GUT_GENOME147598_01345	NA	hypothetical protein
GUT_GENOME147598_01346	NA	hypothetical protein
GUT_GENOME147598_01347	NA	putative protein
GUT_GENOME147598_01348	soxS_3	Regulatory protein SoxS
GUT_GENOME147598_01349	NA	hypothetical protein
GUT_GENOME147598_01350	NA	hypothetical protein
GUT_GENOME147598_01351	ctpF_1	putative cation-transporting ATPase F
GUT_GENOME147598_01352	mdtA_1	Multidrug resistance protein MdtA
GUT_GENOME147598_01353	bepG	Efflux pump membrane transporter BepG
GUT_GENOME147598_01354	NA	IS3 family transposase ISKpn1
GUT_GENOME147598_01355	NA	IS3 family transposase ISKpn1
GUT_GENOME147598_01356	NA	hypothetical protein
GUT_GENOME147598_01357	ybdK	Putative glutamate--cysteine ligase 2
GUT_GENOME147598_01358	NA	hypothetical protein
GUT_GENOME147598_01359	hisC_1	Histidinol-phosphate aminotransferase
GUT_GENOME147598_01360	tauR	HTH-type transcriptional regulator TauR
GUT_GENOME147598_01361	fliY_1	L-cystine-binding protein FliY
GUT_GENOME147598_01362	yecS_1	L-cystine transport system permease protein YecS
GUT_GENOME147598_01363	hisQ_1	Histidine transport system permease protein HisQ
GUT_GENOME147598_01364	occP	Octopine permease ATP-binding protein P
GUT_GENOME147598_01365	isfD	Sulfoacetaldehyde reductase
GUT_GENOME147598_01366	tpa	Taurine--pyruvate aminotransferase
GUT_GENOME147598_01367	ddpF	putative D%2CD-dipeptide transport ATP-binding protein DdpF
GUT_GENOME147598_01368	dppD_1	Dipeptide transport ATP-binding protein DppD
GUT_GENOME147598_01369	ddpC_1	putative D%2CD-dipeptide transport system permease protein DdpC
GUT_GENOME147598_01370	dppB_1	Dipeptide transport system permease protein DppB
GUT_GENOME147598_01371	ddpA_1	putative D%2CD-dipeptide-binding periplasmic protein DdpA
GUT_GENOME147598_01372	NA	hypothetical protein
GUT_GENOME147598_01373	betA	Oxygen-dependent choline dehydrogenase
GUT_GENOME147598_01374	betB_2	NAD/NADP-dependent betaine aldehyde dehydrogenase
GUT_GENOME147598_01375	betI_1	HTH-type transcriptional regulator BetI
GUT_GENOME147598_01376	betT	High-affinity choline transport protein
GUT_GENOME147598_01377	ivy	Inhibitor of vertebrate lysozyme
GUT_GENOME147598_01378	ybdG_2	Miniconductance mechanosensitive channel YbdG
GUT_GENOME147598_01379	gcvA_1	Glycine cleavage system transcriptional activator
GUT_GENOME147598_01380	NA	hypothetical protein
GUT_GENOME147598_01381	fabG_3	3-oxoacyl-[acyl-carrier-protein] reductase
GUT_GENOME147598_01382	fabG_4	3-oxoacyl-[acyl-carrier-protein] reductase FabG
GUT_GENOME147598_01383	rbsC_6	Ribose import permease protein RbsC
GUT_GENOME147598_01384	rbsA_5	Ribose import ATP-binding protein RbsA
GUT_GENOME147598_01385	NA	hypothetical protein
GUT_GENOME147598_01386	rbsB_3	Ribose import binding protein RbsB
GUT_GENOME147598_01387	glpK_1	Glycerol kinase
GUT_GENOME147598_01388	sorC_3	Sorbitol operon regulator
GUT_GENOME147598_01389	cbbT_1	Transketolase 2
GUT_GENOME147598_01390	dxs_2	1-deoxy-D-xylulose-5-phosphate synthase
GUT_GENOME147598_01391	entD	Enterobactin synthase component D
GUT_GENOME147598_01392	fepA_2	Ferrienterobactin receptor
GUT_GENOME147598_01393	fes	Enterochelin esterase
GUT_GENOME147598_01394	ybdZ	Enterobactin biosynthesis protein YbdZ
GUT_GENOME147598_01395	entF	Enterobactin synthase component F
GUT_GENOME147598_01396	fepC	Ferric enterobactin transport ATP-binding protein FepC
GUT_GENOME147598_01397	fepG	Ferric enterobactin transport system permease protein FepG
GUT_GENOME147598_01398	fepD	Ferric enterobactin transport system permease protein FepD
GUT_GENOME147598_01399	entS	Enterobactin exporter EntS
GUT_GENOME147598_01400	fepB	Ferrienterobactin-binding periplasmic protein
GUT_GENOME147598_01401	entC	Isochorismate synthase EntC
GUT_GENOME147598_01402	entE	Enterobactin synthase component E
GUT_GENOME147598_01403	entB	Enterobactin synthase component B
GUT_GENOME147598_01404	entA	2%2C3-dihydro-2%2C3-dihydroxybenzoate dehydrogenase
GUT_GENOME147598_01405	entH	Proofreading thioesterase EntH
GUT_GENOME147598_01406	cstA	Peptide transporter CstA
GUT_GENOME147598_01407	NA	hypothetical protein
GUT_GENOME147598_01408	NA	hypothetical protein
GUT_GENOME147598_01409	NA	hypothetical protein
GUT_GENOME147598_01410	bdcA_1	Cyclic-di-GMP-binding biofilm dispersal mediator protein
GUT_GENOME147598_01411	hcxA	Hydroxycarboxylate dehydrogenase A
GUT_GENOME147598_01412	mglA_2	Galactose/methyl galactoside import ATP-binding protein MglA
GUT_GENOME147598_01413	rbsC_7	Ribose import permease protein RbsC
GUT_GENOME147598_01414	NA	hypothetical protein
GUT_GENOME147598_01415	NA	hypothetical protein
GUT_GENOME147598_01416	mtnK	Methylthioribose kinase
GUT_GENOME147598_01417	mtnA	Methylthioribose-1-phosphate isomerase
GUT_GENOME147598_01418	agp_1	Glucose-1-phosphatase
GUT_GENOME147598_01419	glpT_1	Glycerol-3-phosphate transporter
GUT_GENOME147598_01420	suhB_2	Inositol-1-monophosphatase
GUT_GENOME147598_01421	rbsR_3	Ribose operon repressor
GUT_GENOME147598_01422	codA_1	Cytosine deaminase
GUT_GENOME147598_01423	NA	hypothetical protein
GUT_GENOME147598_01424	codB	Cytosine permease
GUT_GENOME147598_01425	mtnB	Methylthioribulose-1-phosphate dehydratase
GUT_GENOME147598_01426	lyx_2	L-xylulose/3-keto-L-gulonate kinase
GUT_GENOME147598_01427	yoaD	Putative 2-hydroxyacid dehydrogenase YoaD
GUT_GENOME147598_01428	ydjH_1	putative sugar kinase YdjH
GUT_GENOME147598_01429	rbsC_8	Ribose import permease protein RbsC
GUT_GENOME147598_01430	alsC	D-allose transport system permease protein AlsC
GUT_GENOME147598_01431	xylG_1	Xylose import ATP-binding protein XylG
GUT_GENOME147598_01432	ytfQ_2	ABC transporter periplasmic-binding protein YtfQ
GUT_GENOME147598_01433	dmsA_1	Dimethyl sulfoxide/trimethylamine N-oxide reductase
GUT_GENOME147598_01434	mtnD	Acireductone dioxygenase
GUT_GENOME147598_01435	mtnC	Enolase-phosphatase E1
GUT_GENOME147598_01436	ybdL	Methionine aminotransferase
GUT_GENOME147598_01437	ybdM	putative protein YbdM
GUT_GENOME147598_01438	cysH_1	Phosphoadenosine phosphosulfate reductase
GUT_GENOME147598_01439	ybdO_1	putative HTH-type transcriptional regulator YbdO
GUT_GENOME147598_01440	dsbG	Thiol:disulfide interchange protein DsbG
GUT_GENOME147598_01441	ahpC_2	Alkyl hydroperoxide reductase C
GUT_GENOME147598_01442	ahpF	Alkyl hydroperoxide reductase subunit F
GUT_GENOME147598_01443	uspG_1	Universal stress protein UP12
GUT_GENOME147598_01444	rnk	Regulator of nucleoside diphosphate kinase
GUT_GENOME147598_01445	rna	Ribonuclease I
GUT_GENOME147598_01446	dcuD	Putative cryptic C4-dicarboxylate transporter DcuD
GUT_GENOME147598_01447	pagP	Lipid A palmitoyltransferase PagP
GUT_GENOME147598_01448	cspE	Cold shock-like protein CspE
GUT_GENOME147598_01449	crcB	Putative fluoride ion transporter CrcB
GUT_GENOME147598_01450	ybeM	Deaminated glutathione amidase
GUT_GENOME147598_01451	tatE	Sec-independent protein translocase protein TatE
GUT_GENOME147598_01452	lipA	Lipoyl synthase
GUT_GENOME147598_01453	ybdO_2	putative HTH-type transcriptional regulator YbdO
GUT_GENOME147598_01454	lipB	Octanoyltransferase
GUT_GENOME147598_01455	NA	hypothetical protein
GUT_GENOME147598_01456	dacA	D-alanyl-D-alanine carboxypeptidase DacA
GUT_GENOME147598_01457	rlpA	Endolytic peptidoglycan transglycosylase RlpA
GUT_GENOME147598_01458	mrdB	Peptidoglycan glycosyltransferase MrdB
GUT_GENOME147598_01459	mrdA_1	Peptidoglycan D%2CD-transpeptidase MrdA
GUT_GENOME147598_01460	rlmH	Ribosomal RNA large subunit methyltransferase H
GUT_GENOME147598_01461	rsfS	Ribosomal silencing factor RsfS
GUT_GENOME147598_01462	cobC	Adenosylcobalamin/alpha-ribazole phosphatase
GUT_GENOME147598_01463	nadD	Nicotinate-nucleotide adenylyltransferase
GUT_GENOME147598_01464	holA	DNA polymerase III subunit delta
GUT_GENOME147598_01465	lptE	LPS-assembly lipoprotein LptE
GUT_GENOME147598_01466	leuS	Leucine--tRNA ligase
GUT_GENOME147598_01467	NA	hypothetical protein
GUT_GENOME147598_01468	NA	hypothetical protein
GUT_GENOME147598_01469	shlB	Hemolysin transporter protein ShlB
GUT_GENOME147598_01470	glnQ_2	Glutamine transport ATP-binding protein GlnQ
GUT_GENOME147598_01471	gltK	Glutamate/aspartate import permease protein GltK
GUT_GENOME147598_01472	NA	hypothetical protein
GUT_GENOME147598_01473	gltI	Glutamate/aspartate import solute-binding protein
GUT_GENOME147598_01474	lnt	Apolipoprotein N-acyltransferase
GUT_GENOME147598_01475	corC	Magnesium and cobalt efflux protein CorC
GUT_GENOME147598_01476	ybeY	Endoribonuclease YbeY
GUT_GENOME147598_01477	ybeZ	PhoH-like protein
GUT_GENOME147598_01478	miaB	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
GUT_GENOME147598_01479	ubiF	2-octaprenyl-3-methyl-6-methoxy-1%2C4-benzoquinol hydroxylase
GUT_GENOME147598_01480	NA	tRNA-Gln(ctg)
GUT_GENOME147598_01481	NA	tRNA-Gln(ctg)
GUT_GENOME147598_01482	NA	tRNA-Met(cat)
GUT_GENOME147598_01483	NA	tRNA-Gln(ttg)
GUT_GENOME147598_01484	NA	tRNA-Gln(ttg)
GUT_GENOME147598_01485	NA	tRNA-Leu(tag)
GUT_GENOME147598_01486	NA	tRNA-Met(cat)
GUT_GENOME147598_01487	asnB	Asparagine synthetase B [glutamine-hydrolyzing]
GUT_GENOME147598_01488	nagD	Ribonucleotide monophosphatase NagD
GUT_GENOME147598_01489	nagC_1	N-acetylglucosamine repressor
GUT_GENOME147598_01490	nagA	N-acetylglucosamine-6-phosphate deacetylase
GUT_GENOME147598_01491	nagB_1	Glucosamine-6-phosphate deaminase
GUT_GENOME147598_01492	nagE	PTS system N-acetylglucosamine-specific EIICBA component
GUT_GENOME147598_01493	glnS	Glutamine--tRNA ligase
GUT_GENOME147598_01494	NA	hypothetical protein
GUT_GENOME147598_01495	chiP	Chitoporin
GUT_GENOME147598_01496	chiQ	putative lipoprotein ChiQ
GUT_GENOME147598_01497	fur	Ferric uptake regulation protein
GUT_GENOME147598_01498	fldA	Flavodoxin
GUT_GENOME147598_01499	ybfE	putative protein YbfE
GUT_GENOME147598_01500	ybfF	Esterase YbfF
GUT_GENOME147598_01501	seqA	Negative modulator of initiation of replication
GUT_GENOME147598_01502	pgm	Phosphoglucomutase
GUT_GENOME147598_01503	NA	hypothetical protein
GUT_GENOME147598_01504	kdpE	KDP operon transcriptional regulatory protein KdpE
GUT_GENOME147598_01505	kdpD	Sensor protein KdpD
GUT_GENOME147598_01506	kdpC	Potassium-transporting ATPase KdpC subunit
GUT_GENOME147598_01507	kdpB	Potassium-transporting ATPase ATP-binding subunit
GUT_GENOME147598_01508	kdpA	Potassium-transporting ATPase potassium-binding subunit
GUT_GENOME147598_01509	NA	hypothetical protein
GUT_GENOME147598_01510	phrB	Deoxyribodipyrimidine photo-lyase
GUT_GENOME147598_01511	dtpD	Dipeptide permease D
GUT_GENOME147598_01512	ybgI	GTP cyclohydrolase 1 type 2 
GUT_GENOME147598_01513	ybgJ	putative protein YbgJ
GUT_GENOME147598_01514	ybgK	putative protein YbgK
GUT_GENOME147598_01515	NA	hypothetical protein
GUT_GENOME147598_01516	NA	hypothetical protein
GUT_GENOME147598_01517	NA	hypothetical protein
GUT_GENOME147598_01518	pcp	Pyrrolidone-carboxylate peptidase
GUT_GENOME147598_01519	nei	Endonuclease 8
GUT_GENOME147598_01520	gltA_2	Citrate synthase
GUT_GENOME147598_01521	sdhC	Succinate dehydrogenase cytochrome b556 subunit
GUT_GENOME147598_01522	sdhD	Succinate dehydrogenase hydrophobic membrane anchor subunit
GUT_GENOME147598_01523	sdhA	Succinate dehydrogenase flavoprotein subunit
GUT_GENOME147598_01524	sdhB	Succinate dehydrogenase iron-sulfur subunit
GUT_GENOME147598_01525	sucA	2-oxoglutarate dehydrogenase E1 component
GUT_GENOME147598_01526	sucB	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
GUT_GENOME147598_01527	sucC	Succinate--CoA ligase [ADP-forming] subunit beta
GUT_GENOME147598_01528	sucD	Succinate--CoA ligase [ADP-forming] subunit alpha
GUT_GENOME147598_01529	cydA_1	Cytochrome bd-I ubiquinol oxidase subunit 1
GUT_GENOME147598_01530	cydB_1	Cytochrome bd-I ubiquinol oxidase subunit 2
GUT_GENOME147598_01531	cydX	Cytochrome bd-I ubiquinol oxidase subunit X
GUT_GENOME147598_01532	NA	hypothetical protein
GUT_GENOME147598_01533	ybgC	Acyl-CoA thioester hydrolase YbgC
GUT_GENOME147598_01534	tolQ	Protein TolQ
GUT_GENOME147598_01535	tolR	Protein TolR
GUT_GENOME147598_01536	NA	hypothetical protein
GUT_GENOME147598_01537	tolB	Protein TolB
GUT_GENOME147598_01538	pal	Peptidoglycan-associated lipoprotein
GUT_GENOME147598_01539	cpoB	Cell division coordinator CpoB
GUT_GENOME147598_01540	NA	tRNA-Lys(ttt)
GUT_GENOME147598_01541	NA	tRNA-Val(tac)
GUT_GENOME147598_01542	NA	tRNA-Lys(ttt)
GUT_GENOME147598_01543	NA	tRNA-Val(tac)
GUT_GENOME147598_01544	NA	tRNA-Lys(ttt)
GUT_GENOME147598_01545	NA	tRNA-Lys(ttt)
GUT_GENOME147598_01546	NA	tRNA-Lys(ttt)
GUT_GENOME147598_01547	nadA	Quinolinate synthase A
GUT_GENOME147598_01548	pnuC	Nicotinamide riboside transporter PnuC
GUT_GENOME147598_01549	zitB	Zinc transporter ZitB
GUT_GENOME147598_01550	NA	hypothetical protein
GUT_GENOME147598_01551	aroG	Phospho-2-dehydro-3-deoxyheptonate aldolase%2C Phe-sensitive
GUT_GENOME147598_01552	gpmA	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
GUT_GENOME147598_01553	galM	Aldose 1-epimerase
GUT_GENOME147598_01554	galK	Galactokinase
GUT_GENOME147598_01555	galT	Galactose-1-phosphate uridylyltransferase
GUT_GENOME147598_01556	galE	UDP-glucose 4-epimerase
GUT_GENOME147598_01557	btuD_2	Vitamin B12 import ATP-binding protein BtuD
GUT_GENOME147598_01558	modE	Transcriptional regulator ModE
GUT_GENOME147598_01559	acrZ	Multidrug efflux pump accessory protein AcrZ
GUT_GENOME147598_01560	modA	Molybdate-binding protein ModA
GUT_GENOME147598_01561	modB	Molybdenum transport system permease protein ModB
GUT_GENOME147598_01562	btuD_3	Vitamin B12 import ATP-binding protein BtuD
GUT_GENOME147598_01563	ybhA	Pyridoxal phosphate phosphatase YbhA
GUT_GENOME147598_01564	pgl_2	6-phosphogluconolactonase
GUT_GENOME147598_01565	ariR	putative two-component-system connector protein AriR
GUT_GENOME147598_01566	NA	hypothetical protein
GUT_GENOME147598_01567	ycgZ	putative two-component-system connector protein YcgZ
GUT_GENOME147598_01568	bluF_1	Blue light- and temperature-regulated antirepressor BluF
GUT_GENOME147598_01569	bluR	HTH-type transcriptional repressor BluR
GUT_GENOME147598_01570	NA	hypothetical protein
GUT_GENOME147598_01571	NA	hypothetical protein
GUT_GENOME147598_01572	NA	hypothetical protein
GUT_GENOME147598_01573	NA	hypothetical protein
GUT_GENOME147598_01574	ctpF_2	putative cation-transporting ATPase F
GUT_GENOME147598_01575	ybhC	Putative acyl-CoA thioester hydrolase YbhC
GUT_GENOME147598_01576	hutI	Imidazolonepropionase
GUT_GENOME147598_01577	hutG	Formimidoylglutamase
GUT_GENOME147598_01578	yvoA	HTH-type transcriptional repressor YvoA
GUT_GENOME147598_01579	hutU	Urocanate hydratase
GUT_GENOME147598_01580	hutH	Histidine ammonia-lyase
GUT_GENOME147598_01581	proY_2	Proline-specific permease ProY
GUT_GENOME147598_01582	NA	hypothetical protein
GUT_GENOME147598_01583	bioA	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
GUT_GENOME147598_01584	bioB	Biotin synthase
GUT_GENOME147598_01585	bioF	8-amino-7-oxononanoate synthase
GUT_GENOME147598_01586	bioC	Malonyl-[acyl-carrier protein] O-methyltransferase
GUT_GENOME147598_01587	bioD1_1	ATP-dependent dethiobiotin synthetase BioD 1
GUT_GENOME147598_01588	livF_2	High-affinity branched-chain amino acid transport ATP-binding protein LivF
GUT_GENOME147598_01589	uvrB	UvrABC system protein B
GUT_GENOME147598_01590	NA	hypothetical protein
GUT_GENOME147598_01591	basS	Sensor protein BasS
GUT_GENOME147598_01592	basR	Transcriptional regulatory protein BasR
