	ID	Name	Product
1287	GUT_GENOME144544_01287	otsB	Trehalose-6-phosphate phosphatase
1288	GUT_GENOME144544_01288	rbsC_1	Ribose import permease protein RbsC
1289	GUT_GENOME144544_01289	araG	Arabinose import ATP-binding protein AraG
1290	GUT_GENOME144544_01290	araF	L-arabinose-binding periplasmic protein
1291	GUT_GENOME144544_01291	ftnA_1	Bacterial non-heme ferritin
1292	GUT_GENOME144544_01292	NA	hypothetical protein
1293	GUT_GENOME144544_01293	NA	hypothetical protein
1294	GUT_GENOME144544_01294	ftnA_2	Bacterial non-heme ferritin
1295	GUT_GENOME144544_01295	NA	hypothetical protein
1296	GUT_GENOME144544_01296	tyrP	Tyrosine-specific transport protein
1297	GUT_GENOME144544_01297	NA	hypothetical protein
1298	GUT_GENOME144544_01298	NA	tRNA-Leu(taa)
1299	GUT_GENOME144544_01299	NA	tRNA-Cys(gca)
1300	GUT_GENOME144544_01300	NA	tRNA-Gly(gcc)
1301	GUT_GENOME144544_01301	pgsA	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
1302	GUT_GENOME144544_01302	uvrC	UvrABC system protein C
1303	GUT_GENOME144544_01303	uvrY	Response regulator UvrY
1304	GUT_GENOME144544_01304	NA	hypothetical protein
1305	GUT_GENOME144544_01305	sdiA	Regulatory protein SdiA
1306	GUT_GENOME144544_01306	artM_2	Arginine transport ATP-binding protein ArtM
1307	GUT_GENOME144544_01307	yecS	L-cystine transport system permease protein YecS
1308	GUT_GENOME144544_01308	dcyD	D-cysteine desulfhydrase
1309	GUT_GENOME144544_01309	fliY	L-cystine-binding protein FliY
1310	GUT_GENOME144544_01310	fliZ	Regulator of sigma S factor FliZ
1311	GUT_GENOME144544_01311	fliA	RNA polymerase sigma factor FliA
1312	GUT_GENOME144544_01312	fliC	Flagellin
1313	GUT_GENOME144544_01313	fliD_1	Flagellar hook-associated protein 2
1314	GUT_GENOME144544_01314	fliS_1	Flagellar secretion chaperone FliS
1315	GUT_GENOME144544_01315	fliT	Flagellar protein FliT
1316	GUT_GENOME144544_01316	amyA	Cytoplasmic alpha-amylase
1317	GUT_GENOME144544_01317	NA	hypothetical protein
1318	GUT_GENOME144544_01318	NA	hypothetical protein
1319	GUT_GENOME144544_01319	yedF	Putative sulfur carrier protein YedF
1320	GUT_GENOME144544_01320	yedK	Putative SOS response-associated peptidase YedK
1321	GUT_GENOME144544_01321	ysnE	putative N-acetyltransferase YsnE
1322	GUT_GENOME144544_01322	fliE_1	Flagellar hook-basal body complex protein FliE
1323	GUT_GENOME144544_01323	fliF_1	Flagellar M-ring protein
1324	GUT_GENOME144544_01324	fliG_1	Flagellar motor switch protein FliG
1325	GUT_GENOME144544_01325	fliH	Flagellar assembly protein FliH
1326	GUT_GENOME144544_01326	fliI_1	Flagellum-specific ATP synthase
1327	GUT_GENOME144544_01327	fliJ	Flagellar FliJ protein
1328	GUT_GENOME144544_01328	fliK	Flagellar hook-length control protein
1329	GUT_GENOME144544_01329	NA	hypothetical protein
1330	GUT_GENOME144544_01330	fliM	Flagellar motor switch protein FliM
1331	GUT_GENOME144544_01331	fliN_1	Flagellar motor switch protein FliN
1332	GUT_GENOME144544_01332	fliO	Flagellar protein FliO
1333	GUT_GENOME144544_01333	fliP_1	Flagellar biosynthetic protein FliP
1334	GUT_GENOME144544_01334	NA	hypothetical protein
1335	GUT_GENOME144544_01335	NA	hypothetical protein
1336	GUT_GENOME144544_01336	rcsA	Transcriptional regulatory protein RcsA
1337	GUT_GENOME144544_01337	dsrB	Protein DsrB
1338	GUT_GENOME144544_01338	NA	hypothetical protein
1339	GUT_GENOME144544_01339	yedP	Mannosyl-3-phosphoglycerate phosphatase
1340	GUT_GENOME144544_01340	dgcQ	putative diguanylate cyclase DgcQ
1341	GUT_GENOME144544_01341	NA	hypothetical protein
1342	GUT_GENOME144544_01342	yedI	Inner membrane protein YedI
1343	GUT_GENOME144544_01343	yedA	putative inner membrane transporter YedA
1344	GUT_GENOME144544_01344	vsr	Very short patch repair protein
1345	GUT_GENOME144544_01345	dcm	DNA-cytosine methyltransferase
1346	GUT_GENOME144544_01346	yedJ	putative protein YedJ
1347	GUT_GENOME144544_01347	yedR	Inner membrane protein YedR
1348	GUT_GENOME144544_01348	yedS	Outer membrane protein YedS
1349	GUT_GENOME144544_01349	hchA	Protein/nucleic acid deglycase 1
1350	GUT_GENOME144544_01350	yedV	putative sensor-like histidine kinase YedV
1351	GUT_GENOME144544_01351	yedW	putative transcriptional regulatory protein YedW
1352	GUT_GENOME144544_01352	hiuH	5-hydroxyisourate hydrolase
1353	GUT_GENOME144544_01353	msrP	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
1354	GUT_GENOME144544_01354	msrQ	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
1355	GUT_GENOME144544_01355	zinT	Metal-binding protein ZinT
1356	GUT_GENOME144544_01356	tfaE_2	Prophage tail fiber assembly protein TfaE
1357	GUT_GENOME144544_01357	NA	hypothetical protein
1358	GUT_GENOME144544_01358	ompX_3	Outer membrane protein X
1359	GUT_GENOME144544_01359	NA	hypothetical protein
1360	GUT_GENOME144544_01360	NA	hypothetical protein
1361	GUT_GENOME144544_01361	NA	hypothetical protein
1362	GUT_GENOME144544_01362	NA	hypothetical protein
1363	GUT_GENOME144544_01363	NA	hypothetical protein
1364	GUT_GENOME144544_01364	NA	hypothetical protein
1365	GUT_GENOME144544_01365	NA	hypothetical protein
1366	GUT_GENOME144544_01366	NA	hypothetical protein
1367	GUT_GENOME144544_01367	NA	hypothetical protein
1368	GUT_GENOME144544_01368	NA	hypothetical protein
1369	GUT_GENOME144544_01369	NA	hypothetical protein
1370	GUT_GENOME144544_01370	NA	hypothetical protein
1371	GUT_GENOME144544_01371	NA	hypothetical protein
1372	GUT_GENOME144544_01372	NA	hypothetical protein
1373	GUT_GENOME144544_01373	NA	hypothetical protein
1374	GUT_GENOME144544_01374	NA	hypothetical protein
1375	GUT_GENOME144544_01375	NA	hypothetical protein
1376	GUT_GENOME144544_01376	NA	hypothetical protein
1377	GUT_GENOME144544_01377	NA	hypothetical protein
1378	GUT_GENOME144544_01378	NA	hypothetical protein
1379	GUT_GENOME144544_01379	NA	hypothetical protein
1380	GUT_GENOME144544_01380	NA	hypothetical protein
1381	GUT_GENOME144544_01381	NA	hypothetical protein
1382	GUT_GENOME144544_01382	NA	hypothetical protein
1383	GUT_GENOME144544_01383	NA	hypothetical protein
1384	GUT_GENOME144544_01384	NA	hypothetical protein
1385	GUT_GENOME144544_01385	NA	hypothetical protein
1386	GUT_GENOME144544_01386	proQ_2	RNA chaperone ProQ
1387	GUT_GENOME144544_01387	NA	Single-stranded DNA-binding protein
1388	GUT_GENOME144544_01388	NA	hypothetical protein
1389	GUT_GENOME144544_01389	NA	hypothetical protein
1390	GUT_GENOME144544_01390	NA	hypothetical protein
1391	GUT_GENOME144544_01391	NA	hypothetical protein
1392	GUT_GENOME144544_01392	NA	hypothetical protein
1393	GUT_GENOME144544_01393	NA	hypothetical protein
1394	GUT_GENOME144544_01394	NA	hypothetical protein
1395	GUT_GENOME144544_01395	NA	hypothetical protein
1396	GUT_GENOME144544_01396	NA	hypothetical protein
1397	GUT_GENOME144544_01397	NA	hypothetical protein
1398	GUT_GENOME144544_01398	intA_1	Prophage integrase IntA
1399	GUT_GENOME144544_01399	NA	hypothetical protein
1400	GUT_GENOME144544_01400	NA	hypothetical protein
1401	GUT_GENOME144544_01401	NA	hypothetical protein
1402	GUT_GENOME144544_01402	NA	hypothetical protein
1403	GUT_GENOME144544_01403	NA	hypothetical protein
1404	GUT_GENOME144544_01404	NA	hypothetical protein
1405	GUT_GENOME144544_01405	NA	hypothetical protein
1406	GUT_GENOME144544_01406	rrrD_2	Lysozyme RrrD
1407	GUT_GENOME144544_01407	ydfR_2	putative protein YdfR
1408	GUT_GENOME144544_01408	NA	hypothetical protein
1409	GUT_GENOME144544_01409	NA	hypothetical protein
1410	GUT_GENOME144544_01410	stxB	Shiga toxin subunit B
1411	GUT_GENOME144544_01411	stxA	Shiga toxin subunit A
1412	GUT_GENOME144544_01412	NA	hypothetical protein
1413	GUT_GENOME144544_01413	NA	hypothetical protein
1414	GUT_GENOME144544_01414	rusA_1	Crossover junction endodeoxyribonuclease RusA
1415	GUT_GENOME144544_01415	NA	hypothetical protein
1416	GUT_GENOME144544_01416	NA	hypothetical protein
1417	GUT_GENOME144544_01417	NA	hypothetical protein
1418	GUT_GENOME144544_01418	NA	hypothetical protein
1419	GUT_GENOME144544_01419	NA	hypothetical protein
1420	GUT_GENOME144544_01420	NA	hypothetical protein
1421	GUT_GENOME144544_01421	NA	hypothetical protein
1422	GUT_GENOME144544_01422	NA	hypothetical protein
1423	GUT_GENOME144544_01423	NA	hypothetical protein
1424	GUT_GENOME144544_01424	NA	hypothetical protein
1425	GUT_GENOME144544_01425	NA	hypothetical protein
1426	GUT_GENOME144544_01426	dnaT_1	Primosomal protein 1
1427	GUT_GENOME144544_01427	NA	hypothetical protein
1428	GUT_GENOME144544_01428	NA	hypothetical protein
1429	GUT_GENOME144544_01429	NA	hypothetical protein
1430	GUT_GENOME144544_01430	NA	hypothetical protein
1431	GUT_GENOME144544_01431	ydfB_2	putative protein YdfB
1432	GUT_GENOME144544_01432	NA	hypothetical protein
1433	GUT_GENOME144544_01433	NA	hypothetical protein
1434	GUT_GENOME144544_01434	NA	hypothetical protein
1435	GUT_GENOME144544_01435	NA	hypothetical protein
1436	GUT_GENOME144544_01436	NA	hypothetical protein
1437	GUT_GENOME144544_01437	NA	hypothetical protein
1438	GUT_GENOME144544_01438	NA	tRNA-Ser(cga)
1439	GUT_GENOME144544_01439	mtfA	Protein MtfA
1440	GUT_GENOME144544_01440	NA	tRNA-Asn(gtt)
1441	GUT_GENOME144544_01441	intA_2	Prophage integrase IntA
1442	GUT_GENOME144544_01442	NA	hypothetical protein
1443	GUT_GENOME144544_01443	NA	hypothetical protein
1444	GUT_GENOME144544_01444	NA	hypothetical protein
1445	GUT_GENOME144544_01445	NA	hypothetical protein
1446	GUT_GENOME144544_01446	rhsD_3	Protein RhsD
1447	GUT_GENOME144544_01447	NA	hypothetical protein
1448	GUT_GENOME144544_01448	NA	hypothetical protein
1449	GUT_GENOME144544_01449	NA	hypothetical protein
1450	GUT_GENOME144544_01450	NA	hypothetical protein
1451	GUT_GENOME144544_01451	yhjE_1	Inner membrane metabolite transport protein YhjE
1452	GUT_GENOME144544_01452	amn_1	AMP nucleosidase
1453	GUT_GENOME144544_01453	amn_2	AMP nucleosidase
1454	GUT_GENOME144544_01454	yeeN	putative transcriptional regulatory protein YeeN
1455	GUT_GENOME144544_01455	NA	tRNA-Asn(gtt)
1456	GUT_GENOME144544_01456	yeeO	putative FMN/FAD exporter YeeO
1457	GUT_GENOME144544_01457	NA	tRNA-Asn(gtt)
1458	GUT_GENOME144544_01458	cbl	HTH-type transcriptional regulator cbl
1459	GUT_GENOME144544_01459	argP_1	HTH-type transcriptional regulator ArgP
1460	GUT_GENOME144544_01460	NA	tRNA-Asn(gtt)
1461	GUT_GENOME144544_01461	erfK	putative L%2CD-transpeptidase ErfK/SrfK
1462	GUT_GENOME144544_01462	cobT	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
1463	GUT_GENOME144544_01463	cobS	Adenosylcobinamide-GDP ribazoletransferase
1464	GUT_GENOME144544_01464	cobU	Bifunctional adenosylcobalamin biosynthesis protein CobU
1465	GUT_GENOME144544_01465	NA	hypothetical protein
1466	GUT_GENOME144544_01466	rhaR_1	HTH-type transcriptional activator RhaR
1467	GUT_GENOME144544_01467	pduF	Propanediol diffusion facilitator
1468	GUT_GENOME144544_01468	pduA_1	Propanediol utilization protein PduA
1469	GUT_GENOME144544_01469	pduB	Propanediol utilization protein PduB
1470	GUT_GENOME144544_01470	pduC	Propanediol dehydratase large subunit
1471	GUT_GENOME144544_01471	pduD	Propanediol dehydratase medium subunit
1472	GUT_GENOME144544_01472	pduE	Propanediol dehydratase small subunit
1473	GUT_GENOME144544_01473	ddrA	Diol dehydratase-reactivating factor alpha subunit
1474	GUT_GENOME144544_01474	NA	hypothetical protein
1475	GUT_GENOME144544_01475	pduA_2	Propanediol utilization protein PduA
1476	GUT_GENOME144544_01476	NA	hypothetical protein
1477	GUT_GENOME144544_01477	pduL	Phosphate propanoyltransferase
1478	GUT_GENOME144544_01478	NA	hypothetical protein
1479	GUT_GENOME144544_01479	ccmL	Carbon dioxide concentrating mechanism protein CcmL
1480	GUT_GENOME144544_01480	NA	hypothetical protein
1481	GUT_GENOME144544_01481	astD_2	N-succinylglutamate 5-semialdehyde dehydrogenase
1482	GUT_GENOME144544_01482	adhE_2	Aldehyde-alcohol dehydrogenase
1483	GUT_GENOME144544_01483	rsxC_2	Electron transport complex subunit RsxC
1484	GUT_GENOME144544_01484	NA	hypothetical protein
1485	GUT_GENOME144544_01485	pduU	Propanediol utilization protein PduU
1486	GUT_GENOME144544_01486	pduV_1	Propanediol utilization protein PduV
1487	GUT_GENOME144544_01487	NA	hypothetical protein
1488	GUT_GENOME144544_01488	yeeA	Inner membrane protein YeeA
1489	GUT_GENOME144544_01489	sbmC_1	DNA gyrase inhibitor
1490	GUT_GENOME144544_01490	dacD	D-alanyl-D-alanine carboxypeptidase DacD
1491	GUT_GENOME144544_01491	sbcB	Exodeoxyribonuclease I
1492	GUT_GENOME144544_01492	yeeD	Putative sulfur carrier protein YeeD
1493	GUT_GENOME144544_01493	NA	hypothetical protein
1494	GUT_GENOME144544_01494	plaP	Low-affinity putrescine importer PlaP
1495	GUT_GENOME144544_01495	yhaJ_1	HTH-type transcriptional regulator YhaJ
1496	GUT_GENOME144544_01496	yeeZ	Protein YeeZ
1497	GUT_GENOME144544_01497	hisG	ATP phosphoribosyltransferase
1498	GUT_GENOME144544_01498	hisD	Histidinol dehydrogenase
1499	GUT_GENOME144544_01499	hisC	Histidinol-phosphate aminotransferase
1500	GUT_GENOME144544_01500	hisB	Histidine biosynthesis bifunctional protein HisB
1501	GUT_GENOME144544_01501	hisH	Imidazole glycerol phosphate synthase subunit HisH
1502	GUT_GENOME144544_01502	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
1503	GUT_GENOME144544_01503	hisF	Imidazole glycerol phosphate synthase subunit HisF
1504	GUT_GENOME144544_01504	hisI	Histidine biosynthesis bifunctional protein HisIE
1505	GUT_GENOME144544_01505	NA	IS200/IS605 family transposase IS200C
1506	GUT_GENOME144544_01506	wzzB	Chain length determinant protein
1507	GUT_GENOME144544_01507	ugd	UDP-glucose 6-dehydrogenase
1508	GUT_GENOME144544_01508	gnd	6-phosphogluconate dehydrogenase%2C decarboxylating
1509	GUT_GENOME144544_01509	glmM_1	Phosphoglucosamine mutase
1510	GUT_GENOME144544_01510	NA	PGL/p-HBAD biosynthesis glycosyltransferase
1511	GUT_GENOME144544_01511	manC1_1	Mannose-1-phosphate guanylyltransferase 1
1512	GUT_GENOME144544_01512	gmm_1	GDP-mannose mannosyl hydrolase
1513	GUT_GENOME144544_01513	fcl_1	GDP-L-fucose synthase
1514	GUT_GENOME144544_01514	gmd_1	GDP-mannose 4%2C6-dehydratase
1515	GUT_GENOME144544_01515	mshA	D-inositol-3-phosphate glycosyltransferase
1516	GUT_GENOME144544_01516	NA	hypothetical protein
1517	GUT_GENOME144544_01517	NA	hypothetical protein
1518	GUT_GENOME144544_01518	NA	hypothetical protein
1519	GUT_GENOME144544_01519	NA	hypothetical protein
1520	GUT_GENOME144544_01520	rfbC	dTDP-4-dehydrorhamnose 3%2C5-epimerase
1521	GUT_GENOME144544_01521	rfbA	Glucose-1-phosphate thymidylyltransferase 1
1522	GUT_GENOME144544_01522	rfbD	dTDP-4-dehydrorhamnose reductase
1523	GUT_GENOME144544_01523	rfbB	dTDP-glucose 4%2C6-dehydratase
1524	GUT_GENOME144544_01524	galF	UTP--glucose-1-phosphate uridylyltransferase
1525	GUT_GENOME144544_01525	NA	hypothetical protein
1526	GUT_GENOME144544_01526	gtf1_1	Glycosyltransferase Gtf1
1527	GUT_GENOME144544_01527	NA	hypothetical protein
1528	GUT_GENOME144544_01528	wzxC	Lipopolysaccharide biosynthesis protein WzxC
1529	GUT_GENOME144544_01529	wcaJ	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
1530	GUT_GENOME144544_01530	algC	Phosphomannomutase/phosphoglucomutase
1531	GUT_GENOME144544_01531	manC1_2	Mannose-1-phosphate guanylyltransferase 1
1532	GUT_GENOME144544_01532	NA	hypothetical protein
1533	GUT_GENOME144544_01533	gmm_2	GDP-mannose mannosyl hydrolase
1534	GUT_GENOME144544_01534	fcl_2	GDP-L-fucose synthase
1535	GUT_GENOME144544_01535	gmd_2	GDP-mannose 4%2C6-dehydratase
1536	GUT_GENOME144544_01536	dapH	2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-acetyltransferase
1537	GUT_GENOME144544_01537	NA	hypothetical protein
1538	GUT_GENOME144544_01538	NA	hypothetical protein
1539	GUT_GENOME144544_01539	NA	hypothetical protein
1540	GUT_GENOME144544_01540	cysE_1	Serine acetyltransferase
1541	GUT_GENOME144544_01541	NA	hypothetical protein
1542	GUT_GENOME144544_01542	wzc	Tyrosine-protein kinase wzc
1543	GUT_GENOME144544_01543	wzb	Low molecular weight protein-tyrosine-phosphatase Wzb
1544	GUT_GENOME144544_01544	NA	hypothetical protein
1545	GUT_GENOME144544_01545	NA	hypothetical protein
1546	GUT_GENOME144544_01546	NA	hypothetical protein
1547	GUT_GENOME144544_01547	NA	hypothetical protein
1548	GUT_GENOME144544_01548	NA	hypothetical protein
1549	GUT_GENOME144544_01549	dcd	dCTP deaminase
1550	GUT_GENOME144544_01550	udk	Uridine kinase
1551	GUT_GENOME144544_01551	dgcE	putative diguanylate cyclase DgcE
1552	GUT_GENOME144544_01552	alkA	DNA-3-methyladenine glycosylase 2
1553	GUT_GENOME144544_01553	dnaK_1	Chaperone protein DnaK
1554	GUT_GENOME144544_01554	NA	hypothetical protein
1555	GUT_GENOME144544_01555	NA	hypothetical protein
1556	GUT_GENOME144544_01556	NA	hypothetical protein
1557	GUT_GENOME144544_01557	NA	hypothetical protein
1558	GUT_GENOME144544_01558	NA	hypothetical protein
1559	GUT_GENOME144544_01559	NA	hypothetical protein
1560	GUT_GENOME144544_01560	mdtA	Multidrug resistance protein MdtA
1561	GUT_GENOME144544_01561	mdtB	Multidrug resistance protein MdtB
1562	GUT_GENOME144544_01562	mdtC	Multidrug resistance protein MdtC
1563	GUT_GENOME144544_01563	mdtD	Putative multidrug resistance protein MdtD
1564	GUT_GENOME144544_01564	baeS	Signal transduction histidine-protein kinase BaeS
1565	GUT_GENOME144544_01565	baeR	Transcriptional regulatory protein BaeR
1566	GUT_GENOME144544_01566	NA	hypothetical protein
1567	GUT_GENOME144544_01567	parD1	Antitoxin ParD1
1568	GUT_GENOME144544_01568	NA	hypothetical protein
1569	GUT_GENOME144544_01569	ydcP_2	putative protease YdcP
1570	GUT_GENOME144544_01570	NA	hypothetical protein
1571	GUT_GENOME144544_01571	yegS	Lipid kinase YegS
1572	GUT_GENOME144544_01572	srlR_2	Glucitol operon repressor
1573	GUT_GENOME144544_01573	gatD	Galactitol 1-phosphate 5-dehydrogenase
1574	GUT_GENOME144544_01574	gatC_1	PTS system galactitol-specific EIIC component
1575	GUT_GENOME144544_01575	gatB_1	PTS system galactitol-specific EIIB component
1576	GUT_GENOME144544_01576	gatA	PTS system galactitol-specific EIIA component
1577	GUT_GENOME144544_01577	gatZ	D-tagatose-1%2C6-bisphosphate aldolase subunit GatZ
1578	GUT_GENOME144544_01578	gatY	D-tagatose-1%2C6-bisphosphate aldolase subunit GatY
1579	GUT_GENOME144544_01579	fbaB	Fructose-bisphosphate aldolase class 1
1580	GUT_GENOME144544_01580	yegT	Putative nucleoside transporter YegT
1581	GUT_GENOME144544_01581	NA	hypothetical protein
1582	GUT_GENOME144544_01582	kdgK_1	2-dehydro-3-deoxygluconokinase
1583	GUT_GENOME144544_01583	yvoA	HTH-type transcriptional repressor YvoA
1584	GUT_GENOME144544_01584	NA	hypothetical protein
1585	GUT_GENOME144544_01585	thiD	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
1586	GUT_GENOME144544_01586	thiM	Hydroxyethylthiazole kinase
1587	GUT_GENOME144544_01587	rcnR	Transcriptional repressor RcnR
1588	GUT_GENOME144544_01588	rcnA	Nickel/cobalt efflux system RcnA
1589	GUT_GENOME144544_01589	rcnB	Nickel/cobalt homeostasis protein RcnB
1590	GUT_GENOME144544_01590	yehA	putative fimbrial-like protein YehA
1591	GUT_GENOME144544_01591	yehB_1	Outer membrane usher protein YehB
1592	GUT_GENOME144544_01592	yehC_1	putative fimbrial chaperone YehC
1593	GUT_GENOME144544_01593	yehD_1	putative fimbrial-like protein YehD
1594	GUT_GENOME144544_01594	NA	hypothetical protein
1595	GUT_GENOME144544_01595	apbC	Iron-sulfur cluster carrier protein
1596	GUT_GENOME144544_01596	metG	Methionine--tRNA ligase
1597	GUT_GENOME144544_01597	NA	hypothetical protein
1598	GUT_GENOME144544_01598	NA	hypothetical protein
1599	GUT_GENOME144544_01599	NA	hypothetical protein
1600	GUT_GENOME144544_01600	NA	hypothetical protein
1601	GUT_GENOME144544_01601	yehL_1	putative protein YehL
1602	GUT_GENOME144544_01602	NA	hypothetical protein
1603	GUT_GENOME144544_01603	NA	hypothetical protein
1604	GUT_GENOME144544_01604	NA	hypothetical protein
1605	GUT_GENOME144544_01605	yehR	putative lipoprotein YehR
1606	GUT_GENOME144544_01606	NA	hypothetical protein
1607	GUT_GENOME144544_01607	btsR	Transcriptional regulatory protein BtsR
1608	GUT_GENOME144544_01608	btsS	Sensor histidine kinase BtsS
1609	GUT_GENOME144544_01609	mlrA	HTH-type transcriptional regulator MlrA
1610	GUT_GENOME144544_01610	NA	hypothetical protein
1611	GUT_GENOME144544_01611	yehW	Glycine betaine uptake system permease protein YehW
1612	GUT_GENOME144544_01612	yehX	Glycine betaine uptake system ATP-binding protein YehX
1613	GUT_GENOME144544_01613	yehY	Glycine betaine uptake system permease protein YehY
1614	GUT_GENOME144544_01614	yehZ	Glycine betaine-binding protein YehZ
1615	GUT_GENOME144544_01615	NA	Beta-glucosidase BoGH3B
1616	GUT_GENOME144544_01616	dld	Quinone-dependent D-lactate dehydrogenase
1617	GUT_GENOME144544_01617	pbpG	D-alanyl-D-alanine endopeptidase
1618	GUT_GENOME144544_01618	yohC	Inner membrane protein YohC
1619	GUT_GENOME144544_01619	yohD	Inner membrane protein YohD
1620	GUT_GENOME144544_01620	fabG_2	3-oxoacyl-[acyl-carrier-protein] reductase FabG
1621	GUT_GENOME144544_01621	srpC	Solvent efflux pump outer membrane protein SrpC
1622	GUT_GENOME144544_01622	dusC	tRNA-dihydrouridine(16) synthase
1623	GUT_GENOME144544_01623	NA	hypothetical protein
1624	GUT_GENOME144544_01624	yohK	Inner membrane protein YohK
1625	GUT_GENOME144544_01625	cdd	Cytidine deaminase
1626	GUT_GENOME144544_01626	NA	hypothetical protein
1627	GUT_GENOME144544_01627	NA	hypothetical protein
1628	GUT_GENOME144544_01628	preT	NAD-dependent dihydropyrimidine dehydrogenase subunit PreT
1629	GUT_GENOME144544_01629	preA	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
1630	GUT_GENOME144544_01630	mglC	Galactoside transport system permease protein MglC
1631	GUT_GENOME144544_01631	mglA_1	Galactose/methyl galactoside import ATP-binding protein MglA
1632	GUT_GENOME144544_01632	mglB	D-galactose-binding periplasmic protein
1633	GUT_GENOME144544_01633	galS	HTH-type transcriptional regulator GalS
1634	GUT_GENOME144544_01634	NA	hypothetical protein
1635	GUT_GENOME144544_01635	folE	GTP cyclohydrolase 1
1636	GUT_GENOME144544_01636	yeiG	S-formylglutathione hydrolase YeiG
1637	GUT_GENOME144544_01637	NA	hypothetical protein
1638	GUT_GENOME144544_01638	tdcG_1	L-serine dehydratase TdcG
1639	GUT_GENOME144544_01639	NA	hypothetical protein
1640	GUT_GENOME144544_01640	uhpC_1	Membrane sensor protein UhpC
1641	GUT_GENOME144544_01641	cirA	Colicin I receptor
1642	GUT_GENOME144544_01642	lysP	Lysine-specific permease
1643	GUT_GENOME144544_01643	cysL	HTH-type transcriptional regulator CysL
1644	GUT_GENOME144544_01644	NA	hypothetical protein
1645	GUT_GENOME144544_01645	nfo	Endonuclease 4
1646	GUT_GENOME144544_01646	psuK_1	Pseudouridine kinase
1647	GUT_GENOME144544_01647	nupX	Putative nucleoside permease NupX
1648	GUT_GENOME144544_01648	rihB	Pyrimidine-specific ribonucleoside hydrolase RihB
1649	GUT_GENOME144544_01649	yeiL	Regulatory protein YeiL
1650	GUT_GENOME144544_01650	psuT	Putative pseudouridine transporter
1651	GUT_GENOME144544_01651	psuG	Pseudouridine-5'-phosphate glycosidase
1652	GUT_GENOME144544_01652	psuK_2	Pseudouridine kinase
1653	GUT_GENOME144544_01653	fruA_1	PTS system fructose-specific EIIB'BC component
1654	GUT_GENOME144544_01654	lacC	Tagatose-6-phosphate kinase
1655	GUT_GENOME144544_01655	fruB	Multiphosphoryl transfer protein
1656	GUT_GENOME144544_01656	setB	Sugar efflux transporter B
1657	GUT_GENOME144544_01657	NA	hypothetical protein
1658	GUT_GENOME144544_01658	yeiP	Elongation factor P-like protein
1659	GUT_GENOME144544_01659	por_2	Polyol:NADP oxidoreductase
1660	GUT_GENOME144544_01660	yeiR	Zinc-binding GTPase YeiR
1661	GUT_GENOME144544_01661	lpxT	Lipid A 1-diphosphate synthase
1662	GUT_GENOME144544_01662	mepS_2	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
1663	GUT_GENOME144544_01663	pdeN	putative cyclic di-GMP phosphodiesterase PdeN
1664	GUT_GENOME144544_01664	NA	hypothetical protein
1665	GUT_GENOME144544_01665	yejB	Inner membrane ABC transporter permease protein YejB
1666	GUT_GENOME144544_01666	yejE	Inner membrane ABC transporter permease protein YejE
1667	GUT_GENOME144544_01667	yejF	putative ABC transporter ATP-binding protein YejF
1668	GUT_GENOME144544_01668	yejG	putative protein YejG
1669	GUT_GENOME144544_01669	bcr_2	Bicyclomycin resistance protein
1670	GUT_GENOME144544_01670	rsuA	Ribosomal small subunit pseudouridine synthase A
1671	GUT_GENOME144544_01671	radD	Putative DNA repair helicase RadD
1672	GUT_GENOME144544_01672	rplY	50S ribosomal protein L25
1673	GUT_GENOME144544_01673	yejK	Nucleoid-associated protein YejK
1674	GUT_GENOME144544_01674	NA	hypothetical protein
1675	GUT_GENOME144544_01675	yejM	Inner membrane protein YejM
1676	GUT_GENOME144544_01676	NA	tRNA-Pro(ggg)
1677	GUT_GENOME144544_01677	NA	putative autotransporter
1678	GUT_GENOME144544_01678	narL_2	Nitrate/nitrite response regulator protein NarL
1679	GUT_GENOME144544_01679	ccmH_1	Cytochrome c-type biogenesis protein CcmH
1680	GUT_GENOME144544_01680	dsbE	Thiol:disulfide interchange protein DsbE
1681	GUT_GENOME144544_01681	ccmF_1	Cytochrome c-type biogenesis protein CcmF
1682	GUT_GENOME144544_01682	ccmE	Cytochrome c-type biogenesis protein CcmE
1683	GUT_GENOME144544_01683	ccmD	Heme exporter protein D
1684	GUT_GENOME144544_01684	ccmC	Heme exporter protein C
1685	GUT_GENOME144544_01685	ccmB	Heme exporter protein B
1686	GUT_GENOME144544_01686	ccmA	Cytochrome c biogenesis ATP-binding export protein CcmA
1687	GUT_GENOME144544_01687	napC	Cytochrome c-type protein NapC
1688	GUT_GENOME144544_01688	napB	Periplasmic nitrate reductase%2C electron transfer subunit
